Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,GDP (current US$),NY.GDP.MKTP.CD,21951472905.77,22897686861.87,23311084904.70,25680699750.24,28686249644.31,31805270075.23,33969222899.08,37310104873.74,41897056400.56,46594338113.99,52340685827.54,59203404913.31,67256893586.37,82948300158.03,127536402529.72,146512034375.34,180747740964.07,208782139666.99,224123730455.51,278630477033.72,338338373850.26,330377717262.53,369223568200.68,404172364784.85,422201894049.53,453639097759.67,487666576858.25,426964720173.31,414053622106.05,415824495351.47,561877076910.39,380581307726.01,390454378977.41,344284389247.26,361933969697.60,403354671308.58,446894233172.40,465770068822.28,475820335108.72,515243741248.18,577555414244.50,580413513039.63,564911705200.04,624719536900.61,739740964066.95,857124990344.53,996469245693.86,1209996477297.73,1466149480564.83,1418668447670.53,1626058953369.58,1906060807193.34,2052891275800.41,1930423514701.75,1919784977902.52,1780659355969.30,1849124741125.58,1878260539942.56,1877875348076.98,1834354275856.43,1667961526440.19,1939712222007.44,2160815136190.98,2094668147144.99,2203604227426.38,
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838288806.00,854261160.71,828950327.35,984293043.81,1159869245.93,1284685050.52,1707710053.15,2073234417.68,2257174480.79,2717702923.10,3677910895.15,4540861725.50,4142640316.75,4136936189.28,4507126949.09,4071829462.26,4422097762.78,4579636601.80,4010885990.84,4357469330.47,4803962015.62,5433467174.79,5483476883.47,4723571497.76,5823715809.63,6251215144.13,7644389159.84,8270016670.87,
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,2101394100.00,2310099100.00,2552401933.33,2725736633.33,2098734600.00,2186505475.00,2896178866.67,3020611600.00,3204461566.67,3576966800.00,2560785660.00,2379018326.32,1317611863.85,768401634.15,925817092.22,1452165005.24,1345719472.36,1180934202.84,1124440204.85,1057408588.68,1136896123.61,1267997934.31,1396555719.97,1595297355.78,1992066808.10,2523471601.10,3414055661.62,4234999703.90,5623216608.04,4583850367.89,7189481998.90,10409797377.86,12292770631.57,12582122604.26,12226514668.06,11619892590.69,11181350649.36,11480847740.74,13178094720.50,14206359017.51,13312981429.09,15286441737.67,17146471713.75,20325121393.91,23794540024.51,
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284000000.00,1239000000.00,1210000000.00,1061000000.00,990000000.00,938000000.00,939000000.00,795000000.00,799000000.00,729000000.00,746000000.00,772000000.00,832000000.00,910000000.00,1230000000.00,1560000000.00,1301000000.00,1179000000.00,866000000.00,914000000.00,1096000000.00,,,
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3854856434.58,2798696511.18,2883161897.43,2958108170.32,3061646173.74,4030146134.57,4873663774.93,5551118148.74,6285219691.22,5930685214.62,5650154067.10,5950769426.60,6583526860.58,7937255565.36,8868504899.95,9509835536.93,10811456005.94,12920340964.65,12263894790.01,11411894723.86,14619279988.72,16688114144.07,17198073057.20,17978246586.07,16208985769.62,12069051237.17,13264640645.78,15017358952.85,15512759046.67,14235420174.19,16168055475.44,18883528581.37,20921079532.61,22745341305.06,
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,,159213430.20,164271557.51,168186297.28,224495743.87,255340475.00,266533605.19,282615310.22,311395937.32,295062308.47,309405315.99,335568907.05,391669449.29,493237876.27,613010552.50,703377837.45,775045516.83,799030017.06,804629876.85,951900945.25,1047925105.54,1105494681.63,1108776652.78,1165171263.35,1074373230.36,1009723326.33,1186628778.49,1344664724.69,1414951290.07,1450647019.18,1506914407.82,2133692696.75,2164298425.48,1847353211.35,1944876755.01,2091726101.43,2132087009.29,2071996564.05,2032347664.95,1985922775.53,1779520886.47,1746063557.61,1777057481.26,2051147606.74,2362501023.24,2936019525.60,3919577285.93,4346212355.03,5206437193.80,4714595547.75,5628878797.98,6764627745.90,6728208836.22,7223071097.08,6592537781.82,6166863896.69,6398747592.13,6800135898.29,7473550557.07,7894764885.82,8260752385.23,9222536364.01,9557966698.25,10726838461.40,10908045686.88,
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,162089563.83,191757729.48,197738207.86,253839557.95,218914569.18,230024160.52,227534083.45,238439290.87,206576630.58,221553612.87,224125805.01,251437337.84,318664899.64,404285775.08,669894029.62,673311287.07,713510051.52,834722972.20,1029040323.37,1227446632.18,1147027924.11,1157769443.59,1092923635.58,1104956573.10,1054564759.05,1090611324.68,1482601552.40,1906174437.97,2163252449.13,2211312823.21,2689212760.19,2895354736.18,3267677814.24,3307302125.88,3606050873.01,4094741652.30,4481489761.54,4243755307.55,4225813976.36,4402193195.47,4726108622.48,4675755867.18,4906494249.38,5894873919.75,6667418752.07,6576108447.48,7137710412.94,8277442915.00,10127777060.41,9264513545.14,10144716154.94,11677718382.43,11832323837.11,12434596541.30,13230490081.57,12162211503.08,12757680846.57,13896938315.28,14957535715.97,14645235204.62,11566111137.56,11622048696.81,12936444123.30,14072212290.46,14937861786.17,
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,1801156774.57,1801193909.52,1717379494.63,1780148049.44,1758028656.13,1646442272.89,1722586299.41,1721711808.48,2008189508.38,2314205129.58,2737087861.62,3206783830.42,2618837835.03,3013392658.00,1719864761.31,2033701497.97,3319573749.61,3875785863.38,2547609590.07,2584478924.06,2537307580.33,2498008664.67,5087328437.87,4669789300.36,5058726350.49,5320409651.48,5818279739.14,6451210219.12,7743617352.21,9009887946.82,10128323010.60,11648142958.37,8773203178.17,8031571927.62,8801326169.15,9219474379.32,7909868618.46,8943543793.58,9879220354.29,11051852712.61,11769313597.85,12378119199.08,12429059928.10,13363669672.94,11316411329.46,
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1916229477.14,1901856122.72,2001489602.18,2510110348.16,2674423922.49,2956337669.30,3143517943.83,3188924677.09,3330371551.21,3664552041.34,3864145667.41,4244395955.78,5043347250.42,7662902677.90,9496204301.75,9298800799.47,11050234598.62,13139488632.55,16358079862.11,21213264962.01,24488224677.21,25004285791.79,26804493635.33,30347442110.93,33942897422.05,31199633352.96,27734111399.75,32181210157.97,35272109220.20,38847965292.92,44024585239.61,49143148094.27,59167550162.96,66894966968.97,74478356957.78,88705342902.71,100855393910.49,100005323301.87,72167498980.84,79148421052.63,93789736842.11,92783947368.42,100845526315.79,110202368421.05,124749473684.21,143534405818.50,162692258307.06,193549569477.73,230811614370.38,202257453036.64,255017638455.59,297951668674.84,314443047642.11,323276235524.42,338066095097.25,301355266964.95,301256033870.33,319109094160.34,358788845712.53,365177721021.52,337456163961.21,373784553029.98,407830525989.55,399949418752.66,422227005428.69,
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,582624755153.85,603055003182.73,646056325348.93,682281489551.13,733740484526.02,796652272547.49,874400174025.38,925611758906.73,1012423833006.16,1097008083538.61,1161681557632.31,1264667554743.51,1392809248873.62,1557409843565.64,1706504788139.06,1859668757176.56,2081069912576.07,2294598176304.65,2571444342386.25,2871741324295.71,3132696865996.05,3515026742787.86,3659222307440.61,3976793677182.73,4395317100091.54,4706204512481.65,4959811337023.72,5289645738278.71,5747233127658.55,6210293493275.24,6560811991360.99,6772291612315.62,7116394258318.85,7439432921639.40,7869047506907.26,8247740840061.21,8706425384132.75,9235474283855.55,9699948950000.00,10312911118271.10,10999201631931.60,11324592049355.40,11693699517098.00,12356169212634.80,13248368139278.20,14217175927778.70,15140995757591.00,15949814312783.30,16329827601721.70,15859346076157.30,16672942337486.30,17399367444174.50,18088716899521.60,18696254170835.00,19362844040439.90,19769184098217.10,20230005494907.40,21133744509244.10,22265612481783.00,23132124767672.50,22723045707000.20,25344749345423.20,27803134368745.30,29474089705278.70,31003826557365.00,
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,2421990338.12,2249908578.03,2118710248.33,2297400687.55,1951260037.95,1608237350.44,1809048527.11,2300068216.97,2495094746.44,2535135797.51,2789921853.53,2996869281.48,3429521699.40,3251188833.15,3666503529.63,3978514206.31,3989163196.57,4154989950.00,3873109865.56,3868551730.39,3922232164.83,3557341215.15,3349169826.39,4926439383.51,6609205994.77,7248374837.72,8001779551.06,8839536476.00,8607431497.49,8938847189.08,11431412421.13,12523359440.55,13042053591.69,12043307277.12,12435430969.63,11335161083.51,10722018732.09,12895153370.91,13682019076.40,12541928303.48,10583748541.53,12402486183.64,12569449123.37,12408271449.22,13372354511.72,
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,159594492.46,164206536.45,180036767.65,215507162.57,263108841.34,358815684.07,413985778.59,506808996.69,542293399.86,637403478.49,816652164.40,798313521.69,837620126.56,846004687.76,1047225723.57,1182463951.22,972564154.82,904599869.73,823857893.16,796066194.74,854820893.58,1201321513.77,1488093101.50,2072775508.15,2185082938.93,2529440424.17,2653780672.10,2923883281.09,2822243780.98,3038728384.87,3628440505.14,3606968436.00,3291131281.04,3556304832.68,3647802049.81,3420032041.07,3297734891.15,3740056747.72,4915353827.11,5895008977.95,6238629487.01,6979155387.87,8819917180.34,9067619760.07,8704438102.20,9364350076.91,10351448004.77,9659151917.40,10151382933.16,10635035594.75,8738203074.40,8724568954.90,9174048681.99,9896402283.69,9475655324.59,9454629467.91,10071349663.85,9623318718.31,9769167530.36,8548919387.13,
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,449526873.30,485785230.98,531736599.25,586294878.74,582816396.40,673383510.81,702296078.59,665586872.27,641214226.21,625867985.27,649916621.24,693573703.63,742779660.82,946385105.19,1026137110.89,1048690933.21,1064517601.29,1291458041.46,1774365589.71,2109277665.70,2508524720.72,2170893414.39,2017612215.98,1803099561.20,1461243326.13,1440581652.40,1904096998.30,2233006104.93,2280356192.76,2179567114.33,3512356507.89,3285796874.97,3386232579.23,3052673849.25,1938058175.21,2302537562.24,2405686940.05,2290318910.21,2643363518.99,2537789820.69,2241753192.81,2448714703.97,2782192878.67,3394084732.50,3760443737.54,4383315964.59,4756361252.38,5731485051.79,7297600226.01,7352131309.73,7851192502.31,8772950777.79,9426912647.59,10224897437.86,10862943543.54,9683867926.44,10398861981.76,11185104251.69,12837307496.88,12889555561.23,13744653103.06,14915002436.07,15433852712.30,16698786977.59,19876128485.79,
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,4196174501.53,4467287893.08,4909399176.24,5165590253.76,5552931318.83,5874537650.18,6366917453.23,5203237918.70,5200997919.60,6634317346.27,12546094981.56,9181769911.50,12274416017.80,15162871287.13,24846641318.12,27778934624.70,36308883248.73,36035407725.32,36527862208.71,47259911894.27,64201788122.61,164475209515.94,142769363314.18,97094911792.05,73484359521.49,73745821158.23,54805852580.91,52676041931.11,49648470440.46,44003061108.40,54035795387.81,59526833412.36,52058181853.81,56721051402.47,80399613063.64,140919776986.36,185730236700.00,200850397618.18,218416200672.73,59145077039.14,69171451627.25,73557840064.49,95054059302.70,104738954264.23,135764731645.61,175670569969.35,238454997161.48,278260846800.10,339476276257.79,295008835381.00,366990417129.04,414466676831.16,463971018239.28,520117180313.91,574183763411.51,493026682800.63,404649125252.16,375745731053.43,421739251509.08,668219992691.46,598586817819.07,609147716972.86,646950257577.81,487387801880.60,252261880141.15,
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,227223322.14,244144236.65,269283803.69,297324163.10,347119918.16,564290020.38,607140010.48,657140010.75,692859984.61,750000002.89,778569938.82,828569953.47,878570045.45,1092900014.79,1521400011.53,1581599958.60,1836899998.95,2226999873.72,2127699978.78,1567599981.70,2144300006.18,2474700227.05,2454499872.04,2753100057.79,3117599872.09,2683699935.36,2885799993.92,3851200117.77,2630900095.60,1013184755.57,1009455483.87,1488804123.71,1792800000.00,1756454248.37,3863185119.05,4140470000.00,4308351902.79,4389973489.86,4635347385.54,4856026259.08,5109587049.97,5351752034.22,5223727302.55,5322228350.58,5792932838.40,6321324279.15,6763672380.61,7423375014.76,8496967596.77,8298702489.08,8758602232.98,9774329332.71,10532017231.83,10982988249.21,11880438824.45,12756696261.07,13286093388.48,13785893007.48,13025221974.23,12699023614.25,12726422432.49,14209020361.85,15634572502.23,17805842283.87,19693982967.59,
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,13282979014.56,14599836396.39,15847582341.17,17193744109.04,20232048552.83,22721869808.14,24741480717.04,27143828098.75,30097635750.98,34086038090.40,38220884519.39,44644730576.44,54787070173.03,71946639602.71,87371810804.16,100397061693.97,109329386564.43,127203923857.41,156089077205.13,179933827309.68,195439301706.94,164375775854.46,158712765536.02,153671294108.56,144124462912.09,144057523221.87,201157708220.90,245406949521.32,262295966105.47,258716904291.80,318799003993.71,327982316124.47,363497050125.31,354070495965.83,379688232231.51,452967334614.33,451372549019.61,417506211881.64,438612530548.77,447778514140.16,417649282153.73,432536219668.90,475529972122.75,582435617081.96,661224886143.25,688133699635.80,737593995289.41,853499460872.55,957901566041.41,878954223140.23,852464982433.34,913140741332.69,845689017065.63,883951539006.67,901556501756.47,775743675302.73,797163949289.89,848233537845.88,929733599796.86,928903005576.47,932560861701.17,1054472123449.60,1046540797548.64,1135475867551.00,1214927698572.66,
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,5197398721.41,5669689210.32,6107076928.63,6553269535.51,7206522121.80,8111945661.22,8753940266.90,9577383653.18,10227087165.24,11136187439.83,12814123115.26,14583114840.06,17358610849.70,22534253702.87,27145693810.13,32877805200.02,35942270686.34,41508030431.11,46522900253.71,53132244623.92,64439382896.02,63596654760.87,62647195537.65,61627240831.09,62057955032.78,65416879914.39,78693118044.00,94229907235.62,101900260856.22,102633934390.62,119791843059.57,121872464483.49,130838040067.58,120579213712.80,127131319428.70,152029612324.79,163520109150.67,161356631888.48,154230295158.45,162383706021.13,171457201935.97,174239354070.98,195914852576.47,229385469337.02,265268662473.30,309978579743.89,346915160681.71,402643260487.57,464917553191.49,387976400617.02,431052143940.44,501360549669.40,512777309841.00,526014468085.11,501736471832.85,388159512245.53,370956547619.05,401745275035.26,439788625883.80,408742840909.09,367633418886.63,503367986030.27,596297651035.80,482949731776.59,483592648313.30,
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,508334413.97,531959561.62,574091101.19,496947904.44,496098775.31,735267082.29,906811943.82,841974025.46,772231386.91,788641965.43,865975308.64,882765471.60,1024098400.36,972101725.00,1217953546.98,1575789254.47,1452788984.86,1382400000.00,1604162497.46,1851250008.33,1945916583.33,2275583316.67,2395423741.80,2447174803.38,2581207387.80,2619913955.52,2850782044.04,2957255379.54,3487009748.36,3525225786.59,3627560239.49,3921476084.89,3401211581.29,3660041666.67,4066775510.20,4401104417.67,4521580381.47,4918691916.54,4856255044.39,5033642384.11,5494252207.91,6007055042.18,6050875806.66,6330473096.54,7273938314.72,8130258377.91,9043715355.89,10325618017.38,12545438605.40,12854985464.08,16002656434.47,21573872420.70,21703100877.13,22162204924.57,22731612922.19,24360801286.76,24524109483.53,28971588940.36,33111525237.15,34186180699.03,33433659301.25,36924841394.26,41182939600.62,41047772331.10,42914268286.71,
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,17570366.22,19009433.31,21734268.69,26529816.78,35994511.42,40106775.91,40287427.20,40444701.77,41754147.30,44431330.23,46947124.23,51689636.60,52877742.47,48439093.12,47363231.30,41548740.51,39939390.74,40118409.87,45931133.59,53736786.09,55572375.53,52533788.56,51133123.13,43542088.25,39742511.24,39969705.97,37458801.21,37331507.28,29664450.93,27328612.61,26930980.34,22613287.54,21017423.61,24778159.58,30587565.80,30070666.07,29200359.39,22766972.19,37602264.73,44176245.55,47562844.61,65071879.78,101055722.95,94385014.94,99149244.40,84863440.58,97541943.04,109355638.87,130995566.30,125160115.55,124685688.16,175390280.69,152373433.91,151435609.58,162588620.63,
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,5536098360.50,5721994864.23,6133158532.22,6699741645.08,7340766415.02,5706251400.20,5917437693.37,6016017227.09,5228045415.27,5814357708.51,6495605330.94,7911136757.07,9567331064.66,12802281897.87,13940981798.12,12861983284.39,13604832424.01,15446825318.46,18530518394.65,20731243113.29,23244547384.67,24417617184.25,24164603058.99,24309279705.57,21665975318.88,24679795396.42,30604668356.57,40376354069.95,45176811594.20,43920222524.71,45495129385.05,42745329732.16,41649829859.63,46775620817.43,55314732279.14,63918703506.91,70140835299.01,66075143415.50,56227169851.04,58762260625.88,52623281956.70,53872425916.62,66627729311.45,88250885550.26,103905210084.03,114720129550.10,111538810712.67,137188946865.58,133437126590.29,121663439315.39,146887902524.05,168484908960.08,176560711239.15,191012364176.88,201518402787.38,178224167087.99,189100085275.23,206745969246.07,211985631173.21,213006341101.87,213029554653.69,253977931814.97,249509991440.44,255194972673.12,260172385097.62,
